"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.","An instrument is being played by a man.","5","snli","snli"
"Dakota hated mint flavor so - he really hated the taste of toothpaste","The flavor is sweet .","3","roc","joci"
"Mom woke Ryan up and told him there was no school today","It had snowed and there was a beautiful blanket of snow on the ground.","4","roc","roc"
"Jenny finally got the saddle on her horse","The horse is a military personnel .","3","roc","joci"
"I 'm tall and most times ca n't find clothes that fit","I studied fabrics and sewing machines.","3","roc","roc"
"A man in a black coat walks past a red spaceship with a parking ticket stuck to its window.","The man is walking.","5","snli","snli"
"Kelly bought a new sweater at the mall","The sweater is discreet to slip on over a jacket .","3","roc","joci"
"Rex had always wanted to play hockey","He practiced skating every day until he was an expert.","3","roc","roc"
"A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .","The bolts are a lightning .","1","snli","joci"
"Tim heard a knock at his door","It was his new neighbor Amy asking for help.","3","roc","roc"
"Person carrying a bunch stuff in a shoulder sac walking along a sidewalk.","Someon rushing to work.","3","snli","snli"
"A man grills hotdogs and bratwurst on a grill on a street corner.","A man works at his food stand, selling hot dogs and brats","5","snli","snli"
"A young boy raises his head out of the pool water and takes a huge gulp of air during swimming lessons.","A boy gasps for air as he learns to swim.","4","snli","snli"
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.","Birds are in the water as a fisherman cuts bait preparing to fish.","5","snli","snli"
"A bald man driving a blue lifting machine through a crowd .","A person turns off the machine .","3","snli","joci"
"Man in blue jack, sleeping or passed out on a red public bench.","Man in blue jack, sleeping or passed out on a brown public bench.","2","snli","snli"
"Dan led a group of students in protest of the school dress code","The protest is illegal .","3","roc","joci"
"A man in a black shirt is playing percussion on a set of empty five gallon buckets.","A man is in an orange shirt","2","snli","snli"
"The witness lied under oath.","He was charged with perjury.","4","copa","copa"
"Jimmy hoped the weatherman was wrong and that it would snow","His mother and the weatherman said it was going to rain.","3","roc","roc"
"A basketball player approaches the net in the air in an attempt to perform a slam dunk over the reach of his opponent .","The dunk is a basketball shot .","5","snli","joci"
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .","The excavation is a creating by removal .","4","snli","joci"
"A male baker dressed from head to toe in white cotton clothing rolls out a giant sheet of dough .","The baker is a skilled worker .","4","snli","joci"
"A little boy presses his face a window.","The boy pressed his face against the window.","5","snli","snli"
"Five mariachis playing on the street.","A mariachi band plays for passers-by.","4","snli","snli"
"A woman in white blowing bubbles.","A fugitive was arrested with bubble gum and cocaine.","1","snli","snli"
"All are dancing with full energy to the music sung by the singer .","The energy is a force .","4","snli","joci"
"The band Edward Sharp and the Magnetic Zeros are on stage performing.","A band is performing.","5","snli","snli"
"It was Ben 's first time at the casino","A tribe operates the casino .","3","roc","joci"
"The tree branch landed in the river.","The branch moved downstream.","4","copa","copa"
"The man is comfortable sleeping knowing his chickens will sound the alarm.","The man is sleeping until the chickens need to be fed.","3","snli","snli"
"We boarded the trans-Atlantic flight to London","The plane took off from the runway.","5","roc","roc"
"Joe was making an advertisement for his line of shirts","The line is a conductor .","1","roc","joci"
"The woman retired.","She paid off her mortgage.","3","copa","copa"
"The boy put his feet up on the table.","His father lectured him.","4","copa","copa"
"Two paddlers propel a canoe down a tree-lined stream.","Two people are wearing lifejackets.","3","snli","snli"
"Sue loved her mother 's catfish","The catfish is blennioid fish .","5","roc","joci"
"Drew took out the lobster from the fridge","He quickly looked over it to see if it was clean.","3","roc","roc"
"A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.","Someone is mad that they couldn&apos;t use their skateboard properly","3","snli","snli"
"Girl regains composure in a sunset with a man in the background","the girl is inside","2","snli","snli"
"Two Hispanic ladies wearing bright clothing are crossing the street with a young girl who is dressed in a similar fashion .","The fashion is a practice .","3","snli","joci"
"One man with glasses, dressed in fatigues is pointing and talking to other men standing next to him.","A man asks a police officer for directions","2","snli","snli"
"A young teen performing a skateboard trick at a construction site caught in midair flipping his board .","The teen is a juvenile .","5","snli","joci"
"A long-haired flutist performs near a tree outside .","The flutist is a musician .","5","snli","joci"
"A bar crowded with patrons.","People are inside.","5","snli","snli"
"A woman in a black shirt laughs at a joke .","The joke is a wit .","4","snli","joci"
"With the dam in the distance , the boy piggy backed onto the man in the black jacket holding a frisbee .","The dam is a barrier .","5","snli","joci"
"A young boy and girl wearing coats, hats, and boots are at the beach looking at something that they found.","A young boy and girl are on the beach","5","snli","snli"
"A constructor driving a hoist.","A person is driving.","5","snli","snli"
"The woman stomped on the flames.","Smoke arose from the flames.","3","copa","copa"
"Female street entertainer with horns doing a curtsey.","The people are watching her.","5","snli","snli"
"The competitor lunges forward seeking the point, while the defender easily steps aside","Two experts are having an important fencing match.","3","snli","snli"
"The shopper wondered about the cost of the item.","He decided to buy it.","3","copa","copa"
"a brown dog and a white dog are running across a stony hillock.","Two dogs run.","5","snli","snli"
"Ronald was chosen as a keynote speaker at a conference","Ronald spent hours and hours preparing his speech.","5","roc","roc"
"A white wedding style cake topped with white roses sits atop a stainless steel table while a man decorates an egg shaped cake with a scroll pattern in the background .","The pattern is a decoration .","5","snli","joci"
