"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.","A man playing golf while on vacation hit a golf ball down the fairway.","5","snli","snli"
"The man lifted the heavy box.","He scratched his back.","2","copa","copa"
"A man hunts for treasure on the beach using his metal detector.","A man found treasure on the beach","3","snli","snli"
"Officer in riot gear observes demonstration .","The demonstration is a proof .","5","snli","joci"
"Two best friends embracing their friendship.","The best friends are watching a sunset.","3","snli","snli"
"A man is wearing a blue shirt that is rolled up above his abdomen.","A man in only swim trunks puts sunscreen on his chest.","2","snli","snli"
"A pianist sat down at a piano","The pianist is a musician .","5","roc","joci"
"Man in tank top and woman in bikini top dance together outside by torchlight in front of a background of onlookers .","The torchlight is a light .","5","snli","joci"
"A woman in a blue and brown parka with matching hat is in a snow-covered forest on either crosscountry skis or snowshoes, which are obscured by the ruts in the trail she is following.","A woman in a parka wears snowshoes as she heads home.","3","snli","snli"
"A group of silk clad performers dance in the street as a sparse crowd watches .","The silk is an animal fiber .","4","snli","joci"
"Chuck was happy to see Zoltar post his hits","He soon discovered that these were the worst hits Zoltar had.","3","roc","roc"
"A woman is looking at a boy scout handbook.","A lady is reading a book.","5","snli","snli"
"A tree fell on the power line.","The forecast predicted heavy winds.","3","copa","copa"
"The terminal is nearly empty, only a few people are there getting to their destination.","The sparsely crowded terminal has just a few travelers.","5","snli","snli"
"Arlene still felt weak from a previous illness","The volleyball match was only a few days away.","2","roc","roc"
"A person bungee jumping with the coordinator watching from above.","A person bungee jumps","5","snli","snli"
"A man carving an eagle out of a tree stump with a chainsaw.","A man does chainsaw art.","5","snli","snli"
"The band Edward Sharp and the Magnetic Zeros are on stage performing.","The band is playing instruments.","4","snli","snli"
"An African woman carries a parcel on her head.","The woman is returning with her clean laundry.","3","snli","snli"
"A mixed martial artist performing a sidekick","the artist is a woman","3","snli","snli"
"The teacher announced that we 're going to learn how to draw shapes","We began with a square, followed by a triangle.","4","roc","roc"
"One woman paints another woman 's face with numerous golden , sparkling swirls .","The swirls are a round shape .","4","snli","joci"
"Man in a boat on a lake, surrounded by mountains and forestry.","Man in a boat on a lake.","5","snli","snli"
"A worker is power washing the sidewalk outside of an estate surrounded by an iron fence.","A person washing the sidewalk in preparation for an event.","2","snli","snli"
"I cooked some meat for my girlfriend","Alas, it was undercooked.","3","roc","roc"
"Three people on bikes are coming over a ridge , while a man in orange watches .","The ridge is a geological formation .","5","snli","joci"
"A radio host having his picture taken.","a host gets his portrait drawn","2","snli","snli"
"A person wearing orange stockings and chunky boots has her legs stretched out on the grass .","The stockings are a hosiery .","5","snli","joci"
"The doorbell rang.","The visitor tapped the knocker on the door.","3","copa","copa"
"The bassist wore jeans and a dark t-shirt while playing on stage .","The bassist is a musician .","5","snli","joci"
"A group of emergency workers oversee a massive deterioration on a city street .","A person prevents the deterioration .","3","snli","joci"
"Helicopter and boats doing training on an island.","Multiple forms of transportation are being used in a training exercise.","5","snli","snli"
"John 's goal was to learn how to draw well","The goal is a score .","1","roc","joci"
"The building adjacent to my office was under construction.","My office was crowded.","2","copa","copa"
"Kira has to go to the laundromat with her dad to do laundry","She helps her dad load the washing machine.","4","roc","roc"
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case, while another one overviews the telescope itself.","a man looks through a telescope","5","snli","snli"
"The man shuffled through the papers.","He got a paper cut.","3","copa","copa"
"A woman pouring a cup of coffee in the wild.","a woman is drinking coffee from a coffee cup .","5","snli","seq2seq"
"The girl squeezed the tube of toothpaste.","The girl spit out the toothpaste.","3","copa","copa"
"Migrant workers working for the government on its big plantation .","A person stands in the plantation .","4","snli","joci"
"My wife bought me a cider making kit in 2009","I put the ingredients together and waited a week.","3","roc","roc"
"There's a silhouette of a man at the beach kicking his leg in the air, while the sun is setting before him.","A man is trying to make a cool pose with his shadow","3","snli","snli"
"A young girl kisses a ring-bearing boy at a wedding .","A person attends the wedding .","5","snli","joci"
"The economy is shacking and affecting China.","The Chinese people are unaffected by the economy.","1","snli","snli"
"Horace had always dreamed of owning his own coffee shop","He works very hard to design a modern look for his coffee shop.","3","roc","roc"
"Jeremy is anxiously waiting for school to start in August","The school is an educational institution .","5","roc","joci"
"A woman in a long black burqa walks toward a shopping area while a short-haired man with a beard walks beside her .","The burqa is a garment .","5","snli","joci"
"Terry was upset to see so many ant piles in his yard","The piles are old .","3","roc","joci"
"Five young men in a grassy area playing a game .","The game is a diversion .","2","snli","joci"
"A man on the street wearing leather chaps and a chainmail codpiece .","A person rubs the codpiece .","3","snli","joci"
"Beth had to choose between universities","A person teaches at the universities .","5","roc","joci"
"Tom decided he needed a joke for his work presentation","He thought long and hard about the current jokes he knew.","5","roc","roc"
"Strange man in interesting wardrobe walks through crowd .","A person takes in the wardrobe .","4","snli","joci"
"A man in a University of New Hampshire t-shirt prepares to make smores with tinfoil, Hershey's chocolate, graham crackers and marshmallows.","Dogs go to the university where the man teaches a sex ed class.","1","snli","snli"
